CITY,SIZE
433,76871
434,75995
435,75942
436,75683
437,75683
438,75662
439,75647
440,75392
441,75295
442,75241
443,74921
444,74824
445,74662
446,74370
447,74268
448,74145
449,74050
450,73882
451,73758
452,73595
453,73452
454,73145
455,73105
456,73092
457,72931
458,72856
459,72706
460,72512
461,72493
462,72374
463,72373
464,72346
465,72125
466,72045
467,71925
468,71915
469,71754
470,70692
471,70471
472,70466
473,70402
474,70151
475,69997
476,69981
477,69919
478,69828
479,69773
480,69701
481,69697
482,69688
483,69680
484,69671
485,69533
486,69493
487,69477
488,69323
489,69233
490,69072
491,68726
492,68597
493,68502
494,68303
495,68165
496,68067
497,67958
498,67956
499,67468
500,67394
501,67170
502,66916
503,66744
504,66686
505,66192
506,66159
507,66157
508,66154
509,65963
510,65788
511,65615
512,65149
513,64795
514,64780
515,64604
516,64423
517,64330
518,64147
519,64098
520,64005
521,63923
522,63891
523,63876
524,63831
525,63829
526,63792
527,63745
528,63556
529,63438
530,63367
531,63310
532,62576
533,62413
534,62328
535,62286
536,62225
537,62187
538,62093
539,61916
540,61830
541,61716
542,61707
543,61702
544,61662
545,61590
546,61561
547,61439
548,61385
549,61206
550,61150
551,61112
552,60960
553,60930
554,60792
555,60768
556,60567
557,60517
558,60508
559,60268
560,60232
561,60190
562,60111
563,60003
564,59961
565,59927
566,59921
567,59768
568,59652
569,59561
570,59448
571,59419
572,59389
573,59281
574,59259
575,59250
576,58743
577,58567
578,58529
579,58298
580,58289
581,58055
582,57997
583,57813
584,57740
585,57647
586,57547
587,57405
588,57390
589,57346
590,57245
591,57195
592,57127
593,56973
594,56848
595,56845
596,56825
597,56653
598,56625
599,56484
600,56463
601,56370
602,56247
603,56149
604,56057
605,55836
606,55748
607,55744
608,55731
609,55688
610,55477
611,55298
612,55222
613,55170
614,55035
615,55009
616,54913
617,54903
618,54751
619,54687
620,54680
621,54650
622,54558
623,54545
624,54338
625,54315
626,54315
627,54225
628,54145
629,54097
630,54031
631,53698
632,53666
633,53655
634,53618
635,53507
636,53448
637,53439
638,53242
639,53236
640,53093
641,52996
642,52977
643,52861
644,52852
645,52848
646,52776
647,52737
648,52713
649,52690
650,52587
651,52521
652,52503
653,52501
654,52473
655,52473
656,52302
657,52290
658,52234
659,52190
660,52160
661,52105
662,52009
663,51717
664,51696
665,51469
666,51436
667,51323
668,51292
669,51184
670,51130
671,51039
672,51007
673,50959
674,50903
675,50778
676,50751
677,50631
678,50521
679,50481
680,50195
681,49804
682,49718
683,49454
684,49306
685,49298
686,49291
687,49145
688,49110
689,48992
690,48975
691,48944
692,48651
693,48370
694,48354
695,48264
696,48228
697,48222
698,48207
699,48184
700,48115
701,48049
702,47990
703,47924
704,47910
705,47840
706,47813
707,47723
708,47685
709,47643
710,47540
711,47523
712,47298
713,47287
714,47168
715,47137
716,47098
717,47095
718,47088
719,47064
720,47031
721,46955
722,46950
723,46940
724,46937
725,46930
726,46885
727,46845
728,46815
729,46757
730,46562
731,46539
732,46503
733,46424
734,46372
735,46357
736,46285
737,46278
738,46180
739,46166
740,46105
741,45989
742,45969
743,45957
744,45941
745,45866
746,45864
747,45711
748,45703
749,45544
750,45523
751,45416
752,45395
753,45385
754,45364
755,45301
756,45022
757,44902
758,44873
759,44741
760,44682
761,44649
762,44607
763,44583
764,44572
765,44570
766,44566
767,44561
768,44554
769,44429
770,44388
771,44370
772,44329
773,44226
774,44195
775,44185
776,44175
777,44170
778,44072
779,44033
780,43923
781,43917
782,43778
783,43730
784,43719
785,43536
786,43501
787,43397
788,43368
789,43359
790,43351
791,43243
792,43097
793,42946
794,42866
795,42829
796,42729
797,42705
798,42684
799,42682
800,42595
801,42490
802,42456
803,42401
804,42399
805,42380
806,42328
807,42266
808,42259
809,42251
810,42242
811,42214
812,42148
813,42017
814,42014
815,42010
816,41987
817,41864
818,41765
819,41750
820,41724
821,41705
822,41704
823,41690
824,41678
825,41588
826,41549
827,41545
828,41454
829,41443
830,41424
831,41324
832,41287
833,41283
834,41279
835,41246
836,41211
837,41209
838,41208
839,41190
840,41164
841,41150
842,41117
843,41093
844,41078
845,41043
846,41005
847,40921
848,40890
849,40883
850,40857
851,40837
852,40832
853,40724
854,40720
855,40681
856,40664
857,40661
858,40658
859,40583
860,40430
861,40401
862,40308
863,40295
864,40247
865,40220
866,40101
867,40101
868,40038
869,40037
870,39953
871,39910
872,39889
873,39850
874,39719
875,39707
876,39648
877,39457
878,39381
879,39341
880,39268
881,39259
882,39234
883,39210
884,39153
885,39103
886,39085
887,38987
888,38962
889,38844
890,38820
891,38812
892,38771
893,38749
894,38732
895,38665
896,38661
897,38605
898,38469
899,38408
900,38321
901,38315
902,38257
903,38222
904,38101
905,38095
906,38081
907,38064
908,38045
909,37974
910,37956
911,37924
912,37902
913,37823
914,37754
915,37715
916,37707
917,37704
918,37649
919,37633
920,37631
921,37582
922,37554
923,37546
924,37488
925,37386
926,37363
927,37306
928,37262
929,37246
930,37138
931,37098
932,36981
933,36917
934,36900
935,36864
936,36861
937,36731
938,36723
939,36715
940,36573
941,36495
942,36439
943,36298
944,36271
945,36233
946,36211
947,36194
948,36189
949,36173
950,36140
951,36127
952,36125
953,36121
954,36103
955,36084
956,36048
957,35904
958,35858
959,35844
960,35830
961,35811
962,35794
963,35757
964,35705
965,35695
966,35685
967,35642
968,35566
969,35530
970,35526
971,35466
972,35461
973,35445
974,35444
975,35438
976,35389
977,35360
978,35310
979,35307
980,35295
981,35295
982,35275
983,35192
984,35153
985,35137
986,35130
987,35108
988,35102
989,35095
990,35065
991,35060
992,35054
993,35035
994,35011
995,34986
996,34958
997,34957
998,34929
999,34898
1000,34856
1001,34825
1002,34818
1003,34814
1004,34808
1005,34778
1006,34764
1007,34707
1008,34669
1009,34653
1010,34650
1011,34645
1012,34628
1013,34592
1014,34561
1015,34488
1016,34424
1017,34391
1018,34307
1019,34294
1020,34275
1021,34236
1022,34210
1023,34127
1024,34120
1025,34109
1026,34099
1027,34097
1028,34082
1029,34069
1030,34050
1031,34044
1032,34022
1033,33981
1034,33960
1035,33938
1036,33915
1037,33901
1038,33888
1039,33855
1040,33831
1041,33827
1042,33791
1043,33716
1044,33659
1045,33638
1046,33631
1047,33598
1048,33570
1049,33547
1050,33547
1051,33537
1052,33498
1053,33497
1054,33488
1055,33476
1056,33386
1057,33386
1058,33351
1059,33306
1060,33306
1061,33265
1062,33257
1063,33232
1064,33232
1065,33186
1066,33182
1067,33124
1068,33118
1069,33071
1070,33062
1071,33022
1072,33009
1073,32967
1074,32956
1075,32919
1076,32897
1077,32851
1078,32851
1079,32825
1080,32803
1081,32796
1082,32778
1083,32722
1084,32696
1085,32673
1086,32639
1087,32636
1088,32635
1089,32559
1090,32487
1091,32462
1092,32460
1093,32389
1094,32347
1095,32346
1096,32325
1097,32312
1098,32285
1099,32274
1100,32260
1101,32248
1102,32243
1103,32200
1104,32184
1105,32167
1106,32079
1107,32076
1108,32023
1109,32007
1110,31967
1111,31967
1112,31917
1113,31909
1114,31886
1115,31873
1116,31854
1117,31844
1118,31709
1119,31675
1120,31631
1121,31603
1122,31589
1123,31586
1124,31578
1125,31549
1126,31520
1127,31515
1128,31509
1129,31479
1130,31476
1131,31475
1132,31471
1133,31459
1134,31439
1135,31410
1136,31391
1137,31387
1138,31372
1139,31362
1140,31352
1141,31339
1142,31278
1143,31263
1144,31173
1145,31172
1146,31171
1147,31117
1148,31103
1149,31084
1150,31067
1151,31061
1152,31055
1153,31005
1154,31004
1155,30931
1156,30901
1157,30900
1158,30894
1159,30847
1160,30831
1161,30827
1162,30819
1163,30802
1164,30791
1165,30722
1166,30684
1167,30655
1168,30630
1169,30558
1170,30539
1171,30482
1172,30465
1173,30389
1174,30339
1175,30327
1176,30326
1177,30285
1178,30159
1179,30151
1180,30091
1181,30068
1182,30014
1183,29930
1184,29915
1185,29869
1186,29844
1187,29827
1188,29802
1189,29756
1190,29743
1191,29717
1192,29691
1193,29686
1194,29669
1195,29623
1196,29612
1197,29585
1198,29559
1199,29493
1200,29472
1201,29420
1202,29417
1203,29344
1204,29312
1205,29305
1206,29298
1207,29282
1208,29254
1209,29241
1210,29238
1211,29143
1212,29124
1213,29121
1214,29118
1215,29112
1216,29111
1217,29093
1218,29065
1219,29051
1220,29047
1221,28952
1222,28948
1223,28916
1224,28908
1225,28904
1226,28870
1227,28860
1228,28856
1229,28839
1230,28825
1231,28788
1232,28782
1233,28737
1234,28734
1235,28719
1236,28661
1237,28613
1238,28607
1239,28603
1240,28563
1241,28556
1242,28534
1243,28529
1244,28518
1245,28491
1246,28480
1247,28441
1248,28433
1249,28428
1250,28423
1251,28384
1252,28373
1253,28360
1254,28272
1255,28266
1256,28214
1257,28184
1258,28173
1259,28156
1260,28135
1261,28121
1262,28068
1263,28066
1264,28062
1265,28058
1266,28021
1267,27974
1268,27958
1269,27942
1270,27934
1271,27901
1272,27866
1273,27850
1274,27823
1275,27822
1276,27797
1277,27793
1278,27779
1279,27772
1280,27751
1281,27750
1282,27728
1283,27704
1284,27696
1285,27696
1286,27672
1287,27660
1288,27651
1289,27641
1290,27632
1291,27621
1292,27617
1293,27601
1294,27513
1295,27485
1296,27481
1297,27429
1298,27423
1299,27413
1300,27365
1301,27331
1302,27325
1303,27323
1304,27322
1305,27308
1306,27302
1307,27277
1308,27204
1309,27187
1310,27170
1311,27154
1312,27153
1313,27144
1314,27134
1315,27131
1316,27123
1317,27076
1318,27076
1319,27047
1320,27036
1321,27008
1322,27006
1323,27004
1324,26980
1325,26979
1326,26960
1327,26957
1328,26951
1329,26946
1330,26945
1331,26933
1332,26907
1333,26886
1334,26882
1335,26813
1336,26792
1337,26791
1338,26771
1339,26762
1340,26755
1341,26679
1342,26620
1343,26613
1344,26600
1345,26581
1346,26575
1347,26566
1348,26556
1349,26538
1350,26530
1351,26508
1352,26506
1353,26499
1354,26468
1355,26463
1356,26459
1357,26443
1358,26439
1359,26438
1360,26403
1361,26386
1362,26375
1363,26369
1364,26327
1365,26309
1366,26304
1367,26268
1368,26231
1369,26223
1370,26204
1371,26199
1372,26199
1373,26196
1374,26161
1375,26155
1376,26134
1377,26112
1378,26111
1379,26090
1380,26079
1381,26069
1382,26063
1383,26051
1384,26039
1385,25958
1386,25945
1387,25939
1388,25884
1389,25831
1390,25800
1391,25779
1392,25771
1393,25769
1394,25752
1395,25728
1396,25724
1397,25685
1398,25670
1399,25655
1400,25651
1401,25622
1402,25619
1403,25612
1404,25606
1405,25605
1406,25603
1407,25597
1408,25596
1409,25584
1410,25569
1411,25565
1412,25563
1413,25560
1414,25555
1415,25535
1416,25521
1417,25511
1418,25502
1419,25487
1420,25478
1421,25477
1422,25466
1423,25462
1424,25428
1425,25418
1426,25341
1427,25336
1428,25324
1429,25310
1430,25287
1431,25240
1432,25218
1433,25200
1434,25179
1435,25165
1436,25162
1437,25127
1438,25121
1439,25116
1440,25116
1441,25078
1442,25068
1443,25033
1444,25024
1445,24997
1446,24982
1447,24973
1448,24960
1449,24949
1450,24922
1451,24921
1452,24862
1453,24854
1454,24842
1455,24821
1456,24743
1457,24716
1458,24680
1459,24670
1460,24627
1461,24569
1462,24567
1463,24566
1464,24543
1465,24501
1466,24490
1467,24450
1468,24422
1469,24396
1470,24392
1471,24385
1472,24363
1473,24355
1474,24333
1475,24307
1476,24294
1477,24271
1478,24258
1479,24253
1480,24247
1481,24237
1482,24225
1483,24214
1484,24182
1485,24175
1486,24167
1487,24151
1488,24098
1489,24095
1490,24081
1491,24070
1492,24064
1493,24040
1494,24034
1495,24020
1496,24003
1497,23993
1498,23991
1499,23985
1500,23964
1501,23950
1502,23927
1503,23907
1504,23872
1505,23853
1506,23852
1507,23850
1508,23846
1509,23799
1510,23797
1511,23789
1512,23749
1513,23742
1514,23721
1515,23719
1516,23677
1517,23663
1518,23620
1519,23607
1520,23591
1521,23561
1522,23540
1523,23537
1524,23530
1525,23492
1526,23446
1527,23440
1528,23433
1529,23426
1530,23407
1531,23395
1532,23393
1533,23393
1534,23373
1535,23343
1536,23340
1537,23292
1538,23277
1539,23274
1540,23263
1541,23255
1542,23250
1543,23218
1544,23211
1545,23207
1546,23161
1547,23147
1548,23067
1549,23047
1550,23011
1551,23002
1552,22996
1553,22975
1554,22967
1555,22933
1556,22927
1557,22910
1558,22900
1559,22894
1560,22834
1561,22830
1562,22820
1563,22820
1564,22748
1565,22741
1566,22739
1567,22721
1568,22716
1569,22715
1570,22710
1571,22704
1572,22698
1573,22643
1574,22635
1575,22612
1576,22605
1577,22590
1578,22533
1579,22531
1580,22521
1581,22516
1582,22509
1583,22493
1584,22480
1585,22474
1586,22468
1587,22466
1588,22452
1589,22440
1590,22432
1591,22407
1592,22401
1593,22393
1594,22391
1595,22388
1596,22379
1597,22360
1598,22340
1599,22330
1600,22326
1601,22322
1602,22311
1603,22293
1604,22258
1605,22244
1606,22239
1607,22236
1608,22223
1609,22223
1610,22198
1611,22192
1612,22166
1613,22152
1614,22147
1615,22126
1616,22122
1617,22113
1618,22110
1619,22101
1620,22087
1621,22079
1622,22063
1623,22056
1624,22032
1625,22022
1626,22018
1627,21937
1628,21935
1629,21929
1630,21895
1631,21889
1632,21871
1633,21871
1634,21868
1635,21849
1636,21840
1637,21831
1638,21811
1639,21797
1640,21796
1641,21783
1642,21778
1643,21777
1644,21775
1645,21773
1646,21766
1647,21760
1648,21756
1649,21754
1650,21746
1651,21717
1652,21712
1653,21710
1654,21707
1655,21695
1656,21693
1657,21690
1658,21611
1659,21604
1660,21591
1661,21577
1662,21571
1663,21566
1664,21521
1665,21519
1666,21504
1667,21490
1668,21486
1669,21476
1670,21456
1671,21439
1672,21421
1673,21419
1674,21397
1675,21394
1676,21374
1677,21373
1678,21353
1679,21351
1680,21349
1681,21342
1682,21326
1683,21318
1684,21317
1685,21310
1686,21281
1687,21274
1688,21257
1689,21249
1690,21246
1691,21229
1692,21228
1693,21220
1694,21219
1695,21172
1696,21139
1697,21121
1698,21103
1699,21092
1700,21088
1701,21083
1702,21083
1703,21052
1704,21045
1705,21041
1706,20997
1707,20995
1708,20992
1709,20981
1710,20978
1711,20971
1712,20964
1713,20963
1714,20962
1715,20952
1716,20940
1717,20938
1718,20936
1719,20915
1720,20889
1721,20889
1722,20873
1723,20868
1724,20862
1725,20855
1726,20820
1727,20809
1728,20800
1729,20771
1730,20748
1731,20744
1732,20743
1733,20742
1734,20736
1735,20730
1736,20720
1737,20717
1738,20701
1739,20692
1740,20688
1741,20683
1742,20664
1743,20653
1744,20618
1745,20610
1746,20594
1747,20588
1748,20588
1749,20583
1750,20571
1751,20565
1752,20547
1753,20544
1754,20523
1755,20522
1756,20504
1757,20503
1758,20474
1759,20431
1760,20430
1761,20410
1762,20406
1763,20395
1764,20394
1765,20391
1766,20383
1767,20376
1768,20354
1769,20351
1770,20346
1771,20331
1772,20312
1773,20309
1774,20288
1775,20286
1776,20280
1777,20263
1778,20254
1779,20228
1780,20198
1781,20183
1782,20163
1783,20162
1784,20158
1785,20158
1786,20147
1787,20133
1788,20126
1789,20124
1790,20108
1791,20059
1792,20051
1793,20050
1794,20048
1795,20048
1796,20040
1797,20031
1798,20025
1799,20020
1800,20012
1801,19997
1802,19990
1803,19981
1804,19976
1805,19973
1806,19973
1807,19937
1808,19923
1809,19914
1810,19866
1811,19865
1812,19860
1813,19840
1814,19839
1815,19834
1816,19832
1817,19823
1818,19813
1819,19809
1820,19797
1821,19767
1822,19759
1823,19756
1824,19727
1825,19716
1826,19714
1827,19708
1828,19693
1829,19680
1830,19666
1831,19659
1832,19643
1833,19616
1834,19616
1835,19573
1836,19551
1837,19521
1838,19521
1839,19511
1840,19478
1841,19466
1842,19455
1843,19453
1844,19446
1845,19441
1846,19425
1847,19398
1848,19388
1849,19358
1850,19344
1851,19330
1852,19330
1853,19304
1854,19290
1855,19285
1856,19284
1857,19257
1858,19255
1859,19253
1860,19249
1861,19246
1862,19244
1863,19238
1864,19233
1865,19231
1866,19226
1867,19217
1868,19201
1869,19172
1870,19162
1871,19161
1872,19159
1873,19152
1874,19141
1875,19133
1876,19098
1877,19095
1878,19090
1879,19083
1880,19082
1881,19081
1882,19068
1883,19067
1884,19063
1885,19056
1886,19038
1887,19032
1888,19031
1889,19030
1890,19026
1891,19019
1892,19014
1893,19010
1894,18979
1895,18978
1896,18954
1897,18928
1898,18926
1899,18919
1900,18908
1901,18903
1902,18891
1903,18870
1904,18866
1905,18866
1906,18848
1907,18835
1908,18835
1909,18825
1910,18816
1911,18814
1912,18788
1913,18785
1914,18783
1915,18772
1916,18769
1917,18746
1918,18740
1919,18737
1920,18726
1921,18700
1922,18697
1923,18688
1924,18681
1925,18677
1926,18666
1927,18647
1928,18627
1929,18610
1930,18603
1931,18601
1932,18600
1933,18595
1934,18585
1935,18578
1936,18576
1937,18556
1938,18535
1939,18520
1940,18516
1941,18492
1942,18491
1943,18482
1944,18470
1945,18440
1946,18429
1947,18422
1948,18421
1949,18415
1950,18398
1951,18389
1952,18386
1953,18358
1954,18337
1955,18335
1956,18327
1957,18325
1958,18313
1959,18304
1960,18302
1961,18298
1962,18297
1963,18279
1964,18272
1965,18270
1966,18269
1967,18266
1968,18266
1969,18237
1970,18217
1971,18208
1972,18207
1973,18201
1974,18201
1975,18185
1976,18184
1977,18181
1978,18175
1979,18168
1980,18165
1981,18150
1982,18138
1983,18133
1984,18108
1985,18095
1986,18095
1987,18081
1988,18079
1989,18074
1990,18051
1991,18020
1992,18015
1993,18013
1994,18007
1995,17979
1996,17973
1997,17965
1998,17953
1999,17944
2000,17934
2001,17917
2002,17911
2003,17899
2004,17886
2005,17884
2006,17868
2007,17858
2008,17850
2009,17840
2010,17830
2011,17820
2012,17812
2013,17801
2014,17764
2015,17763
2016,17754
2017,17741
2018,17733
2019,17726
2020,17715
2021,17692
2022,17668
2023,17641
2024,17628
2025,17625
2026,17617
2027,17612
2028,17610
2029,17609
2030,17599
2031,17584
2032,17582
2033,17567
2034,17562
2035,17547
2036,17539
2037,17534
2038,17525
2039,17524
2040,17518
2041,17507
2042,17470
2043,17460
2044,17446
2045,17438
2046,17421
2047,17415
2048,17414
2049,17405
2050,17402
2051,17396
2052,17379
2053,17378
2054,17363
2055,17363
2056,17330
2057,17330
2058,17328
2059,17321
2060,17316
2061,17305
2062,17304
2063,17296
2064,17295
2065,17293
2066,17264
2067,17263
2068,17261
2069,17254
2070,17232
2071,17210
2072,17209
2073,17193
2074,17188
2075,17176
2076,17169
2077,17162
2078,17141
2079,17139
2080,17136
2081,17126
2082,17123
2083,17122
2084,17118
2085,17113
2086,17096
2087,17096
2088,17087
2089,17078
2090,17056
2091,17054
2092,17048
2093,17027
2094,17017
2095,17013
2096,17004
2097,16999
2098,16999
2099,16976
2100,16971
2101,16966
2102,16956
2103,16950
2104,16939
2105,16937
2106,16907
2107,16900
2108,16897
2109,16896
2110,16876
2111,16876
2112,16875
2113,16859
2114,16857
2115,16855
2116,16854
2117,16832
2118,16811
2119,16794
2120,16787
2121,16776
2122,16774
2123,16769
2124,16769
2125,16754
2126,16749
2127,16714
2128,16698
2129,16675
2130,16672
2131,16588
2132,16578
2133,16572
2134,16572
2135,16559
2136,16549
2137,16525
2138,16501
2139,16485
2140,16482
2141,16480
2142,16469
2143,16463
2144,16456
2145,16439
2146,16421
2147,16412
2148,16411
2149,16409
2150,16396
2151,16393
2152,16382
2153,16369
2154,16356
2155,16345
2156,16344
2157,16344
2158,16314
2159,16308
2160,16300
2161,16295
2162,16294
2163,16286
2164,16282
2165,16278
2166,16273
2167,16262
2168,16261
2169,16239
2170,16228
2171,16225
2172,16223
2173,16221
2174,16219
2175,16201
2176,16164
2177,16158
2178,16158
2179,16158
2180,16147
2181,16144
2182,16128
2183,16127
2184,16126
2185,16116
2186,16102
2187,16100
2188,16088
2189,16086
2190,16077
2191,16077
2192,16054
2193,16052
2194,16047
2195,16046
2196,16025
2197,16008
2198,16007
2199,15999
2200,15996
2201,15989
2202,15984
2203,15981
2204,15978
2205,15962
2206,15944
2207,15943
2208,15936
2209,15929
2210,15922
2211,15914
2212,15887
2213,15880
2214,15880
2215,15870
2216,15844
2217,15834
2218,15814
2219,15798
2220,15768
2221,15761
2222,15759
2223,15757
2224,15740
2225,15729
2226,15721
2227,15713
2228,15709
2229,15702
2230,15688
2231,15675
2232,15670
2233,15661
2234,15661
2235,15653
2236,15646
2237,15646
2238,15639
2239,15637
2240,15633
2241,15628
2242,15607
2243,15605
2244,15602
2245,15594
2246,15592
2247,15592
2248,15564
2249,15556
2250,15549
2251,15548
2252,15545
2253,15543
2254,15529
2255,15528
2256,15521
2257,15521
2258,15515
2259,15511
2260,15511
2261,15505
2262,15503
2263,15495
2264,15483
2265,15476
2266,15470
2267,15458
2268,15449
2269,15446
2270,15445
2271,15438
2272,15433
2273,15421
2274,15411
2275,15400
2276,15388
2277,15387
2278,15380
2279,15364
2280,15361
2281,15359
2282,15356
2283,15334
2284,15333
2285,15332
2286,15331
2287,15330
2288,15327
2289,15316
2290,15315
2291,15309
2292,15309
2293,15305
2294,15292
2295,15289
2296,15288
2297,15277
2298,15270
2299,15249
2300,15247
2301,15241
2302,15232
2303,15231
2304,15214
2305,15213
2306,15211
2307,15205
2308,15197
2309,15180
2310,15171
2311,15165
2312,15146
2313,15140
2314,15135
2315,15111
2316,15097
2317,15069
2318,15059
2319,15053
2320,15044
2321,15041
2322,15031
2323,15010
2324,15007
2325,14991
2326,14989
2327,14968
2328,14957
2329,14945
2330,14941
2331,14937
2332,14936
2333,14927
2334,14925
2335,14924
2336,14923
2337,14920
2338,14904
2339,14890
2340,14883
2341,14881
2342,14855
2343,14855
2344,14847
2345,14826
2346,14798
2347,14792
2348,14792
2349,14791
2350,14789
2351,14784
2352,14776
2353,14742
2354,14739
2355,14729
2356,14703
2357,14694
2358,14678
2359,14671
2360,14670
2361,14664
2362,14650
2363,14650
2364,14645
2365,14645
2366,14633
2367,14632
2368,14631
2369,14629
2370,14626
2371,14621
2372,14612
2373,14607
2374,14606
2375,14600
2376,14588
2377,14588
2378,14576
2379,14576
2380,14568
2381,14566
2382,14562
2383,14561
2384,14550
2385,14531
2386,14531
2387,14530
2388,14526
2389,14518
2390,14516
2391,14497
2392,14476
2393,14470
2394,14467
2395,14447
2396,14446
2397,14423
2398,14416
2399,14415
2400,14415
2401,14415
2402,14407
2403,14396
2404,14395
2405,14391
2406,14391
2407,14380
2408,14371
2409,14371
2410,14364
2411,14358
2412,14356
2413,14351
2414,14331
2415,14326
2416,14325
2417,14309
2418,14308
2419,14297
2420,14292
2421,14287
2422,14280
2423,14274
2424,14269
2425,14243
2426,14229
2427,14217
2428,14215
2429,14211
2430,14206
2431,14205
2432,14201
2433,14195
2434,14177
2435,14176
2436,14156
2437,14155
2438,14138
2439,14135
2440,14128
2441,14125
2442,14108
2443,14105
2444,14088
2445,14083
2446,14077
2447,14074
2448,14069
2449,14065
2450,14063
2451,14049
2452,14044
2453,14042
2454,14033
2455,14029
2456,14019
2457,14017
2458,13989
2459,13988
2460,13982
2461,13981
2462,13981
2463,13979
2464,13965
2465,13965
2466,13964
2467,13962
2468,13936
2469,13935
2470,13917
2471,13902
2472,13894
2473,13893
2474,13890
2475,13888
2476,13886
2477,13876
2478,13862
2479,13861
2480,13856
2481,13839
2482,13822
2483,13813
2484,13811
2485,13807
2486,13807
2487,13801
2488,13800
2489,13795
2490,13794
2491,13794
2492,13788
2493,13782
