CITY,SIZE
1086,32449
1087,32446
1088,32442
1089,32436
1090,32426
1091,32406
1092,32405
1093,32377
1094,32305
1095,32268
1096,32267
1097,32256
1098,32165
1099,32153
1100,32123
1101,32118
1102,32103
1103,32099
1104,32095
1105,32086
1106,32054
1107,32044
1108,32043
1109,32014
1110,32010
1111,31992
1112,31975
1113,31973
1114,31961
1115,31906
1116,31872
1117,31851
1118,31847
1119,31807
1120,31792
1121,31778
1122,31775
1123,31775
1124,31769
1125,31756
1126,31746
1127,31694
1128,31683
1129,31665
1130,31627
1131,31557
1132,31555
1133,31528
1134,31509
1135,31499
1136,31405
1137,31397
1138,31385
1139,31345
1140,31333
1141,31328
1142,31314
1143,31290
1144,31269
1145,31232
1146,31152
1147,30936
1148,30920
1149,30892
1150,30870
1151,30862
1152,30806
1153,30799
1154,30757
1155,30744
1156,30729
1157,30671
1158,30603
1159,30590
1160,30550
1161,30526
1162,30521
1163,30481
1164,30472
1165,30448
1166,30444
1167,30441
1168,30375
1169,30373
1170,30370
1171,30321
1172,30261
1173,30198
1174,30172
1175,30158
1176,30155
1177,30146
1178,30121
1179,30013
1180,30003
1181,29949
1182,29927
1183,29899
1184,29881
1185,29849
1186,29846
1187,29827
1188,29820
1189,29783
1190,29736
1191,29725
1192,29719
1193,29613
1194,29606
1195,29588
1196,29578
1197,29577
1198,29576
1199,29563
1200,29560
1201,29543
1202,29525
1203,29509
1204,29463
1205,29446
1206,29440
1207,29425
1208,29392
1209,29343
1210,29337
1211,29305
1212,29257
1213,29209
1214,29197
1215,29134
1216,29123
1217,29117
1218,29093
1219,29054
1220,29053
1221,29043
1222,29034
1223,28970
1224,28953
1225,28909
1226,28903
1227,28826
1228,28821
1229,28786
1230,28761
1231,28760
1232,28737
1233,28707
1234,28670
1235,28633
1236,28617
1237,28606
1238,28561
1239,28496
1240,28453
1241,28417
1242,28414
1243,28411
1244,28403
1245,28384
1246,28359
1247,28358
1248,28287
1249,28275
1250,28268
1251,28267
1252,28258
1253,28250
1254,28212
1255,28204
1256,28163
1257,28123
1258,28105
1259,28042
1260,28009
1261,28007
1262,27931
1263,27891
1264,27887
1265,27875
1266,27866
1267,27841
1268,27757
1269,27749
1270,27734
1271,27732
1272,27710
1273,27670
1274,27662
1275,27657
1276,27656
1277,27638
1278,27582
1279,27551
1280,27511
1281,27488
1282,27482
1283,27453
1284,27441
1285,27421
1286,27406
1287,27389
1288,27362
1289,27358
1290,27350
1291,27344
1292,27343
1293,27308
1294,27297
1295,27273
1296,27221
1297,27207
1298,27142
1299,27123
1300,27064
1301,27059
1302,27009
1303,27009
1304,26998
1305,26959
1306,26939
1307,26860
1308,26852
1309,26847
1310,26809
1311,26794
1312,26774
1313,26773
1314,26764
1315,26755
1316,26715
1317,26705
1318,26696
1319,26638
1320,26606
1321,26587
1322,26574
1323,26546
1324,26501
1325,26487
1326,26482
1327,26478
1328,26465
1329,26457
1330,26411
1331,26341
1332,26310
1333,26284
1334,26245
1335,26240
1336,26221
1337,26204
1338,26191
1339,26167
1340,26165
1341,26163
1342,26151
1343,26145
1344,26138
1345,26115
1346,26090
1347,26082
1348,26082
1349,26065
1350,26021
1351,26010
1352,26006
1353,25968
1354,25933
1355,25930
1356,25891
1357,25799
1358,25774
1359,25770
1360,25769
1361,25767
1362,25723
1363,25696
1364,25681
1365,25626
1366,25592
1367,25552
1368,25537
1369,25529
1370,25520
1371,25517
1372,25497
1373,25494
1374,25486
1375,25471
1376,25458
1377,25452
1378,25441
1379,25441
1380,25430
1381,25394
1382,25383
1383,25333
1384,25332
1385,25331
1386,25317
1387,25312
1388,25309
1389,25299
1390,25287
1391,25243
1392,25218
1393,25218
1394,25201
1395,25197
1396,25179
1397,25168
1398,25143
1399,25130
1400,25127
1401,25126
1402,25112
1403,25109
1404,25108
1405,25090
1406,25085
1407,25085
1408,25075
1409,25060
1410,25055
1411,25038
1412,25000
1413,24999
1414,24989
1415,24987
1416,24978
1417,24976
1418,24952
1419,24933
1420,24917
1421,24906
1422,24886
1423,24883
1424,24870
1425,24863
1426,24855
1427,24855
1428,24851
1429,24848
1430,24825
1431,24803
1432,24800
1433,24799
1434,24772
1435,24761
1436,24761
1437,24759
1438,24751
1439,24741
1440,24723
1441,24701
1442,24693
1443,24686
1444,24649
1445,24644
1446,24643
1447,24627
1448,24624
1449,24622
1450,24615
1451,24607
1452,24606
1453,24604
1454,24591
1455,24587
1456,24543
1457,24540
1458,24538
1459,24534
1460,24530
1461,24520
1462,24517
1463,24512
1464,24509
1465,24509
1466,24503
1467,24489
1468,24480
1469,24474
1470,24452
1471,24451
1472,24441
1473,24434
1474,24423
1475,24423
1476,24420
1477,24389
1478,24381
1479,24377
1480,24376
1481,24368
1482,24330
1483,24329
1484,24321
1485,24301
1486,24291
1487,24280
1488,24269
1489,24267
1490,24254
1491,24233
1492,24217
1493,24191
1494,24176
1495,24170
1496,24163
1497,24159
1498,24144
1499,24124
1500,24107
1501,24068
1502,24036
1503,24004
1504,24000
1505,23996
1506,23996
1507,23989
1508,23988
1509,23889
1510,23882
1511,23859
1512,23843
1513,23819
1514,23813
1515,23796
1516,23782
1517,23779
1518,23725
1519,23712
1520,23682
1521,23643
1522,23621
1523,23608
1524,23605
1525,23597
1526,23579
1527,23575
1528,23563
1529,23533
1530,23494
1531,23449
1532,23430
1533,23430
1534,23379
1535,23356
1536,23351
1537,23278
1538,23246
1539,23203
1540,23191
1541,23161
1542,23126
1543,23085
1544,23082
1545,23054
1546,23053
1547,23052
1548,23049
1549,23000
1550,22955
1551,22940
1552,22939
1553,22934
1554,22925
1555,22920
1556,22853
1557,22799
1558,22797
1559,22779
1560,22756
1561,22743
1562,22741
1563,22699
1564,22678
1565,22670
1566,22650
1567,22596
1568,22596
1569,22559
1570,22550
1571,22530
1572,22527
1573,22501
1574,22490
1575,22484
1576,22479
1577,22456
1578,22443
1579,22438
1580,22435
1581,22373
1582,22369
1583,22367
1584,22357
1585,22352
1586,22323
1587,22316
1588,22299
1589,22290
1590,22288
1591,22267
1592,22214
1593,22212
1594,22200
1595,22179
1596,22173
1597,22169
1598,22168
1599,22147
1600,22136
1601,22130
1602,22126
1603,22125
1604,22104
1605,22082
1606,22079
1607,22076
1608,22048
1609,22036
1610,22026
1611,21995
1612,21991
1613,21965
1614,21900
1615,21897
1616,21865
1617,21851
1618,21827
1619,21769
1620,21745
1621,21741
1622,21735
1623,21733
1624,21724
1625,21723
1626,21708
1627,21704
1628,21690
1629,21686
1630,21682
1631,21659
1632,21638
1633,21607
1634,21606
1635,21601
1636,21575
1637,21559
1638,21549
1639,21537
1640,21518
1641,21517
1642,21499
1643,21487
1644,21464
1645,21462
1646,21447
1647,21444
1648,21438
1649,21436
1650,21422
1651,21421
1652,21415
1653,21411
1654,21395
1655,21388
1656,21334
1657,21329
1658,21314
1659,21301
1660,21296
1661,21293
1662,21284
1663,21279
1664,21273
1665,21259
1666,21229
1667,21224
1668,21217
1669,21214
1670,21193
1671,21185
1672,21165
1673,21143
1674,21132
1675,21113
1676,21106
1677,21087
1678,21064
1679,21022
1680,21009
1681,21005
1682,20970
1683,20951
1684,20950
1685,20918
1686,20910
1687,20878
1688,20859
1689,20859
1690,20835
1691,20792
1692,20772
1693,20767
1694,20763
1695,20677
1696,20674
1697,20666
1698,20663
1699,20650
1700,20612
1701,20612
1702,20588
1703,20577
1704,20567
1705,20566
1706,20565
1707,20552
1708,20542
1709,20539
1710,20518
1711,20512
1712,20506
1713,20501
1714,20492
1715,20460
1716,20440
1717,20433
1718,20418
1719,20413
1720,20393
1721,20373
1722,20372
1723,20369
1724,20353
1725,20345
1726,20343
1727,20339
1728,20329
1729,20315
1730,20304
1731,20262
1732,20232
1733,20229
1734,20224
1735,20223
1736,20212
1737,20205
1738,20199
1739,20161
1740,20146
1741,20139
1742,20132
1743,20096
1744,20095
1745,20044
1746,20037
1747,20019
1748,19996
1749,19996
1750,19983
1751,19937
1752,19936
1753,19915
1754,19903
1755,19901
1756,19885
1757,19844
1758,19829
1759,19827
1760,19827
1761,19817
1762,19809
1763,19799
1764,19767
1765,19752
1766,19739
1767,19725
1768,19669
1769,19669
1770,19667
1771,19667
1772,19663
1773,19655
1774,19654
1775,19625
1776,19619
1777,19611
1778,19588
1779,19578
1780,19576
1781,19554
1782,19552
1783,19550
1784,19535
1785,19513
1786,19507
1787,19505
1788,19500
1789,19490
1790,19468
1791,19458
1792,19433
1793,19430
1794,19428
1795,19427
1796,19422
1797,19375
1798,19374
1799,19354
1800,19349
1801,19270
1802,19265
1803,19249
1804,19246
1805,19246
1806,19241
1807,19223
1808,19214
1809,19210
1810,19188
1811,19177
1812,19173
1813,19162
1814,19148
1815,19129
1816,19129
1817,19090
1818,19059
1819,19054
1820,19054
1821,19042
1822,19028
1823,19022
1824,18994
1825,18994
1826,18988
1827,18958
1828,18954
1829,18933
1830,18930
1831,18909
1832,18908
1833,18908
1834,18890
1835,18852
1836,18842
1837,18841
1838,18836
1839,18835
1840,18831
1841,18824
1842,18823
1843,18811
1844,18808
1845,18793
1846,18790
1847,18787
1848,18774
1849,18772
1850,18768
1851,18759
1852,18750
1853,18743
1854,18736
1855,18725
1856,18723
1857,18722
1858,18713
1859,18708
1860,18685
1861,18685
1862,18680
1863,18679
1864,18675
1865,18672
1866,18670
1867,18660
1868,18646
1869,18626
1870,18620
1871,18619
1872,18609
1873,18604
1874,18579
1875,18573
1876,18571
1877,18565
1878,18560
1879,18557
1880,18557
1881,18548
1882,18498
1883,18493
1884,18486
1885,18471
1886,18469
1887,18468
1888,18461
1889,18443
1890,18403
1891,18373
1892,18363
1893,18314
1894,18304
1895,18300
1896,18295
1897,18291
1898,18289
1899,18286
1900,18279
1901,18258
1902,18258
1903,18258
1904,18250
1905,18245
1906,18240
1907,18228
1908,18225
1909,18223
1910,18197
1911,18197
1912,18161
1913,18153
1914,18153
1915,18139
1916,18133
1917,18128
1918,18120
1919,18103
1920,18075
1921,18052
1922,18049
1923,18048
1924,18045
1925,18039
1926,18033
1927,18031
1928,18007
1929,17991
1930,17990
1931,17984
1932,17974
1933,17973
1934,17967
1935,17960
1936,17951
1937,17950
1938,17950
1939,17949
1940,17947
1941,17945
1942,17932
1943,17920
1944,17920
1945,17913
1946,17912
1947,17902
1948,17897
1949,17887
1950,17885
1951,17862
1952,17856
1953,17843
1954,17840
1955,17838
1956,17836
1957,17836
1958,17834
1959,17832
1960,17830
1961,17830
1962,17811
1963,17811
1964,17807
1965,17804
1966,17792
1967,17780
1968,17771
1969,17770
1970,17763
1971,17760
1972,17758
1973,17751
1974,17749
1975,17747
1976,17745
1977,17740
1978,17736
1979,17718
1980,17712
1981,17681
1982,17674
1983,17664
1984,17663
1985,17660
1986,17657
1987,17654
1988,17651
1989,17647
1990,17638
1991,17626
1992,17625
1993,17612
1994,17609
1995,17605
1996,17598
1997,17597
1998,17593
1999,17592
2000,17591
2001,17580
2002,17579
2003,17577
2004,17571
2005,17567
2006,17554
2007,17539
2008,17538
2009,17537
2010,17537
2011,17533
2012,17523
2013,17521
2014,17517
2015,17511
2016,17510
2017,17509
2018,17499
2019,17496
2020,17495
2021,17488
2022,17463
2023,17457
2024,17455
2025,17445
2026,17444
2027,17442
2028,17420
2029,17418
2030,17417
2031,17414
2032,17388
2033,17386
2034,17384
2035,17379
2036,17362
2037,17360
2038,17346
2039,17344
2040,17333
2041,17320
2042,17309
2043,17307
2044,17306
2045,17266
2046,17264
2047,17256
2048,17255
2049,17254
2050,17248
2051,17226
2052,17220
2053,17215
2054,17202
2055,17194
2056,17176
2057,17164
2058,17156
2059,17149
2060,17128
2061,17127
2062,17120
2063,17109
2064,17103
2065,17079
2066,17039
2067,17012
2068,17009
2069,17006
2070,16998
2071,16992
2072,16984
2073,16975
2074,16956
2075,16950
2076,16949
2077,16945
2078,16907
2079,16905
2080,16903
2081,16890
2082,16854
2083,16849
2084,16795
2085,16791
2086,16764
2087,16759
2088,16740
2089,16735
2090,16735
2091,16711
2092,16691
2093,16691
2094,16670
2095,16662
2096,16655
2097,16618
2098,16610
2099,16605
2100,16588
2101,16574
2102,16568
2103,16558
2104,16546
2105,16529
2106,16504
2107,16485
2108,16472
2109,16467
2110,16458
2111,16433
2112,16419
2113,16414
2114,16393
2115,16386
2116,16379
2117,16375
2118,16373
2119,16362
2120,16360
2121,16346
2122,16334
2123,16323
2124,16314
2125,16312
2126,16282
2127,16255
2128,16254
2129,16253
2130,16252
2131,16240
2132,16206
2133,16201
2134,16185
2135,16184
2136,16183
2137,16163
2138,16126
2139,16097
2140,16072
2141,16069
2142,16062
2143,16047
2144,15979
2145,15975
2146,15960
2147,15949
2148,15947
2149,15943
2150,15919
2151,15910
2152,15892
2153,15883
2154,15870
2155,15869
2156,15843
2157,15842
2158,15834
2159,15812
2160,15798
2161,15794
2162,15794
2163,15792
2164,15781
2165,15779
2166,15764
2167,15762
2168,15753
2169,15749
2170,15744
2171,15743
2172,15743
2173,15742
2174,15740
2175,15719
2176,15713
2177,15707
2178,15701
2179,15690
2180,15689
2181,15684
2182,15656
2183,15650
2184,15636
2185,15619
2186,15617
2187,15606
2188,15605
2189,15596
2190,15583
2191,15583
2192,15571
2193,15568
2194,15554
2195,15550
2196,15537
2197,15485
2198,15478
2199,15476
2200,15457
2201,15432
2202,15421
2203,15418
2204,15417
2205,15396
2206,15387
2207,15386
2208,15381
2209,15371
2210,15360
2211,15294
2212,15278
2213,15272
2214,15268
2215,15264
2216,15259
2217,15255
2218,15248
2219,15236
2220,15235
2221,15222
2222,15217
2223,15214
2224,15213
2225,15193
2226,15174
2227,15146
2228,15143
2229,15142
2230,15137
2231,15120
2232,15113
2233,15109
2234,15082
2235,15077
2236,15072
2237,15070
2238,15068
2239,15062
2240,15061
2241,15056
2242,15035
2243,15005
2244,15001
2245,14998
2246,14994
2247,14989
2248,14977
2249,14975
2250,14938
2251,14937
2252,14923
2253,14923
2254,14909
2255,14901
2256,14899
2257,14884
2258,14871
2259,14854
2260,14837
2261,14837
2262,14834
2263,14824
2264,14822
2265,14815
2266,14815
2267,14811
2268,14796
2269,14788
2270,14772
2271,14757
2272,14756
2273,14754
2274,14736
2275,14736
2276,14732
2277,14731
2278,14724
2279,14721
2280,14691
2281,14666
2282,14663
2283,14662
2284,14661
2285,14657
2286,14655
2287,14650
2288,14647
2289,14635
2290,14623
2291,14622
2292,14599
2293,14588
2294,14576
2295,14565
2296,14557
2297,14555
2298,14554
2299,14551
2300,14546
2301,14539
2302,14533
2303,14531
2304,14525
2305,14517
2306,14514
2307,14513
2308,14512
2309,14506
2310,14501
2311,14491
2312,14486
2313,14484
2314,14468
2315,14464
2316,14464
2317,14463
2318,14461
2319,14443
2320,14422
2321,14418
2322,14417
2323,14416
2324,14415
2325,14411
2326,14401
2327,14399
2328,14393
2329,14391
2330,14386
2331,14385
2332,14382
2333,14381
2334,14377
2335,14376
2336,14375
2337,14373
2338,14359
2339,14355
2340,14351
2341,14350
2342,14345
2343,14342
2344,14338
2345,14332
2346,14332
2347,14331
2348,14325
2349,14325
2350,14320
2351,14316
2352,14314
2353,14312
2354,14310
2355,14308
2356,14306
2357,14306
2358,14297
2359,14295
2360,14288
2361,14284
2362,14280
2363,14279
2364,14279
2365,14277
2366,14263
2367,14260
2368,14258
2369,14253
2370,14252
2371,14247
2372,14246
2373,14243
2374,14236
2375,14234
2376,14232
2377,14220
2378,14219
2379,14215
2380,14214
2381,14213
2382,14212
2383,14212
2384,14211
2385,14210
2386,14207
2387,14203
2388,14197
2389,14196
2390,14193
2391,14179
2392,14179
2393,14178
2394,14176
2395,14176
2396,14175
2397,14174
2398,14173
2399,14160
2400,14160
2401,14158
2402,14156
2403,14147
2404,14143
2405,14138
2406,14133
2407,14118
2408,14114
2409,14111
2410,14110
2411,14104
2412,14100
2413,14091
2414,14087
2415,14086
2416,14084
2417,14081
2418,14079
2419,14076
2420,14075
2421,14073
2422,14070
2423,14066
2424,14065
2425,14064
2426,14056
2427,14052
2428,14050
2429,14046
2430,14042
2431,14038
2432,14036
2433,14035
2434,14029
2435,14027
2436,14017
2437,14013
2438,14009
2439,14009
2440,14006
2441,14004
2442,14001
2443,13992
2444,13984
2445,13982
2446,13979
2447,13968
2448,13968
2449,13967
2450,13965
2451,13955
2452,13941
2453,13939
2454,13935
2455,13933
2456,13923
2457,13922
2458,13922
2459,13920
2460,13911
2461,13909
2462,13897
2463,13888
2464,13880
2465,13873
2466,13871
2467,13871
2468,13847
2469,13838
2470,13837
2471,13831
2472,13822
2473,13814
2474,13804
2475,13802
2476,13798
2477,13786
2478,13785
2479,13766
2480,13751
2481,13749
2482,13747
2483,13734
2484,13707
2485,13707
2486,13694
2487,13675
2488,13657
2489,13655
2490,13650
2491,13643
2492,13642
2493,13634
2494,13627
